���� ��¥,����� ��,defCnt,����,�õ�,incDec,isolClearCnt,isolIngCnt,localOccCnt,overFlowCnt,qurRate,seq,stdDay,updateDt
46:17.5,19,4947,경남,Gyeongsangnam-do,39,4646,282,39,0,147.17,10037,2021??06??09??00??null,
46:17.5,85,4784,경북,Gyeongsangbuk-do,13,4537,162,12,1,179.68,10036,2021??06??09??00??null,
46:17.5,15,1533,?�남,Jeollanam-do,6,1386,132,6,0,82.21,10035,2021??06??09??00??null,
46:17.5,58,2283,?�북,Jeollabuk-do,6,2148,77,6,0,125.63,10034,2021??06??09??00??null,
46:17.5,39,3620,충남,Chungcheongnam-do,5,3430,151,4,1,170.56,10033,2021??06??09??00??null,
46:17.5,68,3067,충북,Chungcheongbuk-do,23,2844,155,23,0,191.76,10032,2021??06??09??00??null,
46:17.5,51,3308,강원,Gangwon-do,30,3093,164,29,1,214.73,10031,2021??06??09??00??null,
46:17.5,643,40622,경기,Gyeonggi-do,161,37896,2083,155,6,306.57,10030,2021??06??09??00??null,
46:17.5,1,497,?�종,Sejong,3,472,24,3,0,145.18,10029,2021??06??09??00??null,
46:17.5,40,2648,?�산,Ulsan,6,2536,72,6,0,230.86,10028,2021??06??09??00??null,
46:17.5,24,2269,?�??大田,25,2010,235,25,0,153.92,10027,2021??06??09??00??null,,
46:17.5,22,2849,광주,Gwangju,7,2763,64,7,0,195.58,10026,2021??06??09??00??null,
46:17.5,61,6357,?�천,Incheon,23,6094,202,21,2,215.05,10025,2021??06??09??00??null,
46:17.5,222,10326,?��?大邱,44,9650,454,44,0,423.81,10024,2021??06??09??00??null,,
46:17.5,124,5844,부???�山,16,5486,234,14,2,171.29,10023,2021??06??09??00??null,,
46:17.5,499,45677,?�울,Seoul,181,42426,2754,179,2,469.3,10022,2021??06??09??00??2021-06-15 15:30:59.346,
46:17.5,1977,145690,?�계,Total,600,136174,7541,579,21,281,10021,2021??06??09??00??2021-06-15 15:30:59.346,
51:47.0,5,3896,검???�離?�,8,3623,268,0,8,-,10020,2021??06??08??00??null,,
51:47.0,1,1151,?�주,Jeju,8,1004,146,7,1,171.6,10019,2021??06??08??00??null,
51:47.0,19,4908,경남,Gyeongsangnam-do,48,4631,258,48,0,146.01,10018,2021??06??08??00??null,
51:47.0,85,4771,경북,Gyeongsangbuk-do,7,4528,158,6,1,179.19,10017,2021??06??08??00??null,
51:47.0,15,1527,?�남,Jeollanam-do,8,1367,145,8,0,81.89,10016,2021??06??08??00??null,
51:47.0,58,2277,?�북,Jeollabuk-do,4,2136,83,3,1,125.3,10015,2021??06??08??00??null,
51:47.0,39,3615,충남,Chungcheongnam-do,4,3425,151,3,1,170.32,10014,2021??06??08??00??null,
51:47.0,68,3044,충북,Chungcheongbuk-do,6,2825,151,6,0,190.32,10013,2021??06??08??00??null,
51:47.0,51,3278,강원,Gangwon-do,5,3079,148,5,0,212.78,10012,2021??06??08??00??null,
51:47.0,642,40461,경기,Gyeonggi-do,130,37629,2190,125,5,305.36,10011,2021??06??08??00??null,
51:47.0,1,494,?�종,Sejong,0,461,32,0,0,144.31,10010,2021??06??08??00??null,
51:47.0,40,2642,?�산,Ulsan,3,2523,79,3,0,230.33,10009,2021??06??08??00??null,
51:47.0,24,2244,?�??大田,22,1995,225,22,0,152.22,10008,2021??06??08??00??null,,
51:47.0,22,2842,광주,Gwangju,1,2753,67,1,0,195.1,10007,2021??06??08??00??null,
51:47.0,61,6334,?�천,Incheon,13,6065,208,11,2,214.27,10006,2021??06??08??00??null,
51:47.0,222,10282,?��?大邱,33,9609,451,33,0,422,10005,2021??06??08??00??null,,
51:47.0,124,5828,부???�山,15,5467,237,15,0,170.82,10004,2021??06??08??00??null,,
51:47.0,498,45495,?�울,Seoul,138,42292,2706,138,0,467.43,10003,2021??06??08??00??2021-06-15 15:30:59.346,
51:47.0,1975,145089,?�계,Total,452,135412,7703,434,18,279.84,10002,2021??06??08??00??2021-06-15 15:30:59.346,
45:16.4,5,3888,검???�離?�,10,3623,260,0,10,-,9982,2021??06??07??00??null,,
45:16.4,1,1143,?�주,Jeju,13,989,153,13,0,170.41,9981,2021??06??07??00??null,
45:16.4,19,4860,경남,Gyeongsangnam-do,28,4614,227,27,1,144.59,9980,2021??06??07??00??null,
45:16.4,85,4764,경북,Gyeongsangbuk-do,9,4504,175,8,1,178.93,9979,2021??06??07??00??null,
45:16.4,15,1519,?�남,Jeollanam-do,3,1363,141,3,0,81.46,9978,2021??06??07??00??null,
45:16.4,58,2273,?�북,Jeollabuk-do,3,2133,82,3,0,125.08,9977,2021??06??07??00??null,
45:16.4,39,3611,충남,Chungcheongnam-do,9,3407,165,9,0,170.13,9976,2021??06??07??00??null,
45:16.4,68,3038,충북,Chungcheongbuk-do,11,2811,159,10,1,189.95,9975,2021??06??07??00??null,
45:16.4,51,3273,강원,Gangwon-do,2,3039,183,2,0,212.46,9974,2021??06??07??00??null,
45:16.4,642,40331,경기,Gyeonggi-do,151,37499,2190,146,5,304.38,9973,2021??06??07??00??null,
45:16.4,1,494,?�종,Sejong,0,453,40,0,0,144.31,9972,2021??06??07??00??null,
45:16.4,40,2639,?�산,Ulsan,10,2516,83,10,0,230.07,9971,2021??06??07??00??null,
45:16.4,24,2222,?�??大田,20,1985,213,20,0,150.73,9970,2021??06??07??00??null,,
45:16.4,22,2841,광주,Gwangju,4,2737,82,4,0,195.03,9969,2021??06??07??00??null,
45:16.4,61,6321,?�천,Incheon,15,6050,210,15,0,213.83,9968,2021??06??07??00??null,
45:16.4,222,10249,?��?大邱,26,9587,440,26,0,420.65,9967,2021??06??07??00??null,,
45:16.4,124,5813,부???�山,12,5455,234,9,3,170.38,9966,2021??06??07??00??null,,
45:16.4,497,45356,?�울,Seoul,158,42096,2765,148,10,466,9965,2021??06??07??00??2021-06-15 15:30:59.346,
45:16.4,1974,144635,?�계,Total,484,134861,7802,453,31,278.97,9964,2021??06??07??00??2021-06-15 15:30:59.346,
48:40.5,5,3878,검???�離?�,5,3623,250,0,5,-,9963,2021??06??06??00??2021-06-09 14:28:45.24,,
48:40.5,1,1130,?�주,Jeju,19,979,150,17,2,168.47,9962,2021??06??06??00??2021-06-09 14:28:56.904,
48:40.5,19,4832,경남,Gyeongsangnam-do,17,4603,210,17,0,143.75,9961,2021??06??06??00??2021-06-09 14:29:08.523,
48:40.5,85,4755,경북,Gyeongsangbuk-do,10,4489,181,9,1,178.59,9960,2021??06??06??00??2021-06-09 14:29:18.823,
48:40.5,15,1516,?�남,Jeollanam-do,9,1362,139,9,0,81.3,9959,2021??06??06??00??2021-06-09 14:29:29.103,
48:40.5,58,2270,?�북,Jeollabuk-do,0,2130,82,0,0,124.91,9958,2021??06??06??00??null,
48:40.5,39,3602,충남,Chungcheongnam-do,13,3397,166,13,0,169.71,9957,2021??06??06??00??2021-06-09 14:29:40.753,
48:40.5,68,3027,충북,Chungcheongbuk-do,17,2806,153,17,0,189.26,9956,2021??06??06??00??2021-06-09 14:29:52.064,
48:40.5,51,3271,강원,Gangwon-do,10,3038,182,10,0,212.33,9955,2021??06??06??00??2021-06-09 14:30:04.381,
48:40.5,641,40180,경기,Gyeonggi-do,160,37374,2165,157,3,303.24,9954,2021??06??06??00??2021-06-09 14:28:30.402,
48:40.5,1,494,?�종,Sejong,0,449,44,0,0,144.31,9953,2021??06??06??00??null,
48:40.5,40,2629,?�산,Ulsan,7,2504,85,7,0,229.2,9952,2021??06??06??00??2021-06-09 14:28:07.504,
48:40.5,24,2202,?�??大田,18,1979,199,18,0,149.37,9951,2021??06??06??00??2021-06-09 14:27:56.185,,
48:40.5,22,2837,광주,Gwangju,2,2727,88,2,0,194.76,9950,2021??06??06??00??2021-06-09 14:27:40.537,
48:40.5,61,6306,?�천,Incheon,23,6037,208,22,1,213.32,9949,2021??06??06??00??2021-06-09 14:27:25.751,
48:40.5,222,10223,?��?大邱,46,9563,438,45,1,419.58,9948,2021??06??06??00??2021-06-09 14:27:15.011,,
48:40.5,124,5801,부???�山,21,5440,237,21,0,170.03,9947,2021??06??06??00??2021-06-09 14:27:02.162,,
48:40.5,497,45197,?�울,Seoul,178,41762,2940,176,2,464.36,9946,2021??06??06??00??2021-06-15 15:30:59.346,
48:40.5,1973,144150,?�계,Total,555,134262,7917,540,15,278.03,9945,2021??06??06??00??2021-06-15 15:30:59.346,
41:46.0,4,3873,검???�離?�,5,3623,246,0,5,-,9944,2021??06??05??00??null,,
41:46.0,1,1111,?�주,Jeju,22,959,151,22,0,165.64,9943,2021??06??05??00??null,
41:46.0,19,4815,경남,Gyeongsangnam-do,20,4585,211,20,0,143.25,9942,2021??06??05??00??null,
41:46.0,85,4745,경북,Gyeongsangbuk-do,10,4472,188,10,0,178.22,9941,2021??06??05??00??null,
41:46.0,15,1507,?�남,Jeollanam-do,14,1350,142,14,0,80.82,9940,2021??06??05??00??null,
41:46.0,58,2270,?�북,Jeollabuk-do,14,2121,91,13,1,124.91,9939,2021??06??05??00??null,
41:46.0,39,3589,충남,Chungcheongnam-do,10,3380,170,9,1,169.1,9938,2021??06??05??00??null,
41:46.0,68,3010,충북,Chungcheongbuk-do,24,2801,141,24,0,188.2,9937,2021??06??05??00??null,
41:46.0,51,3261,강원,Gangwon-do,14,3026,184,14,0,211.68,9936,2021??06??05??00??null,
41:46.0,641,40020,경기,Gyeonggi-do,211,37240,2139,206,5,302.03,9935,2021??06??05??00??null,
41:46.0,1,494,?�종,Sejong,4,443,50,4,0,144.31,9934,2021??06??05??00??null,
41:46.0,40,2622,?�산,Ulsan,5,2498,84,5,0,228.59,9933,2021??06??05??00??null,
41:46.0,24,2184,?�??大田,31,1965,195,31,0,148.15,9932,2021??06??05??00??null,,
41:46.0,22,2835,광주,Gwangju,9,2716,97,9,0,194.62,9931,2021??06??05??00??null,
41:46.0,61,6283,?�천,Incheon,16,6010,212,16,0,212.54,9930,2021??06??05??00??null,
41:46.0,222,10177,?��?大邱,41,9536,419,41,0,417.69,9929,2021??06??05??00??null,,
41:46.0,124,5780,부???�山,17,5427,229,13,4,169.41,9928,2021??06??05??00??null,,
41:46.0,496,45018,?�울,Seoul,276,41611,2913,273,3,462.53,9927,2021??06??05??00??2021-06-15 15:30:59.346,
41:46.0,1971,143594,?�계,Total,743,133763,7862,724,19,276.96,9926,2021??06??05??00??2021-06-15 15:30:59.346,
47:54.5,4,3868,검???�離?�,8,3623,241,0,8,-,9925,2021??06??04??00??null,,
47:54.5,1,1089,?�주,Jeju,21,948,140,21,0,162.36,9924,2021??06??04??00??null,
47:54.5,19,4795,경남,Gyeongsangnam-do,44,4567,209,43,1,142.65,9923,2021??06??04??00??null,
47:54.5,85,4735,경북,Gyeongsangbuk-do,11,4461,189,8,3,177.84,9922,2021??06??04??00??null,
47:54.5,15,1493,?�남,Jeollanam-do,12,1346,132,12,0,80.07,9921,2021??06??04??00??null,
47:54.5,58,2256,?�북,Jeollabuk-do,3,2111,87,3,0,124.14,9920,2021??06??04??00??null,
47:54.5,39,3579,충남,Chungcheongnam-do,9,3361,179,9,0,168.63,9919,2021??06??04??00??null,
47:54.5,68,2986,충북,Chungcheongbuk-do,22,2791,127,21,1,186.7,9918,2021??06??04??00??null,
47:54.5,51,3247,강원,Gangwon-do,18,3005,191,18,0,210.77,9917,2021??06??04??00??null,
47:54.5,639,39809,경기,Gyeonggi-do,209,37093,2077,204,5,300.44,9916,2021??06??04??00??null,
47:54.5,1,490,?�종,Sejong,3,438,51,3,0,143.14,9915,2021??06??04??00??null,
47:54.5,40,2617,?�산,Ulsan,15,2485,92,14,1,228.15,9914,2021??06??04??00??null,
47:54.5,24,2153,?�??大田,18,1949,180,18,0,146.05,9913,2021??06??04??00??null,,
47:54.5,22,2826,광주,Gwangju,7,2700,104,7,0,194,9912,2021??06??04??00??null,
47:54.5,61,6267,?�천,Incheon,10,5992,214,10,0,212,9911,2021??06??04??00??null,
47:54.5,222,10136,?��?大邱,65,9513,401,65,0,416.01,9910,2021??06??04??00??null,,
47:54.5,124,5763,부???�山,14,5412,227,13,1,168.91,9909,2021??06??04??00??null,,
47:54.5,496,44741,?�울,Seoul,205,41494,2753,204,1,459.68,9908,2021??06??04??00??2021-06-15 15:30:59.346,
47:54.5,1969,142850,?�계,Total,694,133289,7594,673,21,275.52,9907,2021??06??04??00??2021-06-15 15:30:59.346,
43:37.6,4,3860,검???�離?�,3,3623,233,0,3,-,9906,2021??06??03??00??null,,
43:37.6,1,1068,?�주,Jeju,12,930,137,12,0,159.22,9905,2021??06??03??00??null,
43:37.6,19,4751,경남,Gyeongsangnam-do,23,4551,181,23,0,141.34,9904,2021??06??03??00??null,
43:37.6,85,4724,경북,Gyeongsangbuk-do,11,4443,196,11,0,177.43,9903,2021??06??03??00??null,
43:37.6,15,1481,?�남,Jeollanam-do,3,1331,135,3,0,79.42,9902,2021??06??03??00??null,
43:37.6,58,2253,?�북,Jeollabuk-do,12,2108,87,12,0,123.97,9901,2021??06??03??00??null,
43:37.6,39,3570,충남,Chungcheongnam-do,13,3331,200,13,0,168.2,9900,2021??06??03??00??null,
43:37.6,68,2964,충북,Chungcheongbuk-do,5,2777,119,5,0,185.32,9899,2021??06??03??00??null,
43:37.6,51,3229,강원,Gangwon-do,17,2980,198,16,1,209.6,9898,2021??06??03??00??null,
43:37.6,639,39600,경기,Gyeonggi-do,211,36869,2092,207,4,298.86,9897,2021??06??03??00??null,
43:37.6,1,487,?�종,Sejong,1,425,61,1,0,142.26,9896,2021??06??03??00??null,
43:37.6,40,2602,?�산,Ulsan,8,2470,92,8,0,226.85,9895,2021??06??03??00??null,
43:37.6,24,2135,?�??大田,15,1934,177,15,0,144.83,9894,2021??06??03??00??null,,
43:37.6,22,2819,광주,Gwangju,4,2687,110,4,0,193.52,9893,2021??06??03??00??null,
43:37.6,61,6257,?�천,Incheon,22,5976,220,22,0,211.66,9892,2021??06??03??00??null,
43:37.6,222,10071,?��?大邱,74,9478,371,73,1,413.34,9891,2021??06??03??00??null,,
43:37.6,124,5749,부???�山,32,5392,233,32,0,168.5,9890,2021??06??03??00??null,,
43:37.6,495,44535,?�울,Seoul,214,41394,2648,214,0,457.56,9889,2021??06??03??00??2021-06-15 15:30:59.346,
43:37.6,1968,142155,?�계,Total,680,132699,7490,671,9,274.18,9888,2021??06??03??00??2021-06-15 15:30:59.346,
47:08.2,4,3857,검???�離?�,9,3600,253,0,9,-,9887,2021??06??02??00??null,,
47:08.2,1,1056,?�주,Jeju,14,917,138,14,0,157.44,9886,2021??06??02??00??null,
47:08.2,19,4728,경남,Gyeongsangnam-do,21,4529,180,19,2,140.66,9885,2021??06??02??00??null,
47:08.2,85,4713,경북,Gyeongsangbuk-do,12,4433,195,9,3,177.01,9884,2021??06??02??00??null,
47:08.2,15,1478,?�남,Jeollanam-do,10,1316,147,10,0,79.26,9883,2021??06??02??00??null,
47:08.2,58,2241,?�북,Jeollabuk-do,10,2100,83,10,0,123.31,9882,2021??06??02??00??null,
47:08.2,39,3557,충남,Chungcheongnam-do,7,3309,209,7,0,167.59,9881,2021??06??02??00??null,
47:08.2,68,2959,충북,Chungcheongbuk-do,5,2761,130,5,0,185.01,9880,2021??06??02??00??null,
47:08.2,51,3212,강원,Gangwon-do,14,2968,193,14,0,208.5,9879,2021??06??02??00??null,
47:08.2,639,39389,경기,Gyeonggi-do,192,36733,2017,188,4,297.27,9878,2021??06??02??00??null,
47:08.2,1,486,?�종,Sejong,3,412,73,3,0,141.97,9877,2021??06??02??00??null,
47:08.2,40,2594,?�산,Ulsan,14,2463,91,14,0,226.15,9876,2021??06??02??00??null,
47:08.2,24,2120,?�??大田,23,1920,176,23,0,143.81,9875,2021??06??02??00??null,,
47:08.2,22,2815,광주,Gwangju,5,2678,115,5,0,193.25,9874,2021??06??02??00??null,
47:08.2,61,6235,?�천,Incheon,20,5956,218,19,1,210.92,9873,2021??06??02??00??null,
47:08.2,222,9997,?��?大邱,39,9440,335,39,0,410.3,9872,2021??06??02??00??null,,
47:08.2,124,5717,부???�山,21,5371,222,19,2,167.56,9871,2021??06??02??00??null,,
47:08.2,492,44320,?�울,Seoul,257,41162,2668,255,2,455.35,9870,2021??06??02??00??2021-06-15 15:30:59.346,
47:08.2,1965,141474,?�계,Total,676,132068,7443,653,23,272.87,9869,2021??06??02??00??2021-06-15 15:30:59.346,
43:52.3,4,3848,검???�離?�,4,3600,244,0,4,-,9868,2021??06??01??00??null,,
43:52.3,1,1042,?�주,Jeju,12,906,135,12,0,155.35,9867,2021??06??01??00??null,
43:52.3,19,4707,경남,Gyeongsangnam-do,8,4489,199,8,0,140.03,9866,2021??06??01??00??null,
43:52.3,85,4701,경북,Gyeongsangbuk-do,9,4418,198,9,0,176.56,9865,2021??06??01??00??null,
43:52.3,15,1468,?�남,Jeollanam-do,5,1303,150,5,0,78.73,9864,2021??06??01??00??null,
43:52.3,58,2231,?�북,Jeollabuk-do,6,2085,88,6,0,122.76,9863,2021??06??01??00??null,
43:52.3,39,3550,충남,Chungcheongnam-do,12,3276,235,11,1,167.26,9862,2021??06??01??00??null,
43:52.3,68,2954,충북,Chungcheongbuk-do,11,2752,134,11,0,184.7,9861,2021??06??01??00??null,
43:52.3,51,3198,강원,Gangwon-do,13,2954,193,13,0,207.59,9860,2021??06??01??00??null,
43:52.3,639,39197,경기,Gyeonggi-do,116,36604,1954,116,0,295.82,9859,2021??06??01??00??null,
43:52.3,1,483,?�종,Sejong,3,411,71,3,0,141.09,9858,2021??06??01??00??null,
43:52.3,40,2580,?�산,Ulsan,2,2418,122,2,0,224.93,9857,2021??06??01??00??null,
43:52.3,24,2097,?�??大田,19,1907,166,19,0,142.25,9856,2021??06??01??00??null,,
43:52.3,22,2810,광주,Gwangju,5,2648,140,5,0,192.9,9855,2021??06??01??00??null,
43:52.3,61,6215,?�천,Incheon,17,5938,216,16,1,210.24,9854,2021??06??01??00??null,
43:52.3,221,9958,?��?大邱,42,9371,366,39,3,408.7,9853,2021??06??01??00??null,,
43:52.3,124,5696,부???�山,28,5351,221,28,0,166.95,9852,2021??06??01??00??null,,
43:52.3,491,44062,?�울,Seoul,146,41032,2541,145,1,452.7,9851,2021??06??01??00??2021-06-15 15:30:59.346,
43:52.3,1963,140797,?�계,Total,458,131463,7373,448,10,271.56,9850,2021??06??01??00??2021-06-15 15:30:59.346,
41:22.9,4,3844,검???�離?�,7,3600,240,0,7,-,9849,2021??05??31??00??null,,
41:22.9,1,1030,?�주,Jeju,7,898,131,6,1,153.56,9848,2021??05??31??00??null,
41:22.9,19,4699,경남,Gyeongsangnam-do,16,4468,212,15,1,139.8,9847,2021??05??31??00??null,
41:22.9,85,4692,경북,Gyeongsangbuk-do,18,4378,229,15,3,176.22,9846,2021??05??31??00??null,
41:22.9,15,1463,?�남,Jeollanam-do,6,1282,166,6,0,78.46,9845,2021??05??31??00??null,
41:22.9,58,2225,?�북,Jeollabuk-do,9,2067,100,9,0,122.43,9844,2021??05??31??00??null,
41:22.9,39,3538,충남,Chungcheongnam-do,4,3250,249,4,0,166.69,9843,2021??05??31??00??null,
41:22.9,68,2943,충북,Chungcheongbuk-do,7,2738,137,7,0,184.01,9842,2021??05??31??00??null,
41:22.9,51,3185,강원,Gangwon-do,11,2938,196,11,0,206.75,9841,2021??05??31??00??null,
41:22.9,638,39081,경기,Gyeonggi-do,130,36472,1971,127,3,294.94,9840,2021??05??31??00??null,
41:22.9,1,480,?�종,Sejong,3,409,70,3,0,140.22,9839,2021??05??31??00??null,
41:22.9,40,2578,?�산,Ulsan,3,2390,148,3,0,224.75,9838,2021??05??31??00??null,
41:22.9,24,2078,?�??大田,6,1896,158,6,0,140.96,9837,2021??05??31??00??null,,
41:22.9,22,2805,광주,Gwangju,13,2626,157,13,0,192.56,9836,2021??05??31??00??null,
41:22.9,61,6198,?�천,Incheon,12,5924,213,10,2,209.67,9835,2021??05??31??00??null,
41:22.9,221,9916,?��?大邱,31,9332,363,31,0,406.98,9834,2021??05??31??00??null,,
41:22.9,124,5668,부???�山,17,5340,204,16,1,166.13,9833,2021??05??31??00??null,,
41:22.9,488,43915,?�울,Seoul,129,40815,2614,128,1,451.19,9832,2021??05??31??00??2021-06-15 15:30:59.346,
41:22.9,1959,140338,?�계,Total,429,130823,7558,410,19,270.68,9831,2021??05??31??00??2021-06-15 15:30:59.346,
34:54.1,4,3837,검???�離?�,7,3586,247,0,7,-,9830,2021??05??30??00??2021-05-31 14:49:37.551,,
34:54.1,1,1023,?�주,Jeju,8,896,126,8,0,152.52,9829,2021??05??30??00??2021-05-31 14:49:23.489,
34:54.1,19,4683,경남,Gyeongsangnam-do,10,4458,206,9,1,139.32,9828,2021??05??30??00??2021-05-31 14:49:08.596,
34:54.1,85,4674,경북,Gyeongsangbuk-do,9,4371,218,9,0,175.55,9827,2021??05??30??00??2021-05-31 14:48:52.481,
34:54.1,14,1457,?�남,Jeollanam-do,9,1278,165,9,0,78.14,9826,2021??05??30??00??2021-05-31 14:48:38.129,
34:54.1,58,2216,?�북,Jeollabuk-do,7,2064,94,7,0,121.94,9825,2021??05??30??00??2021-05-31 14:48:22.874,
34:54.1,39,3534,충남,Chungcheongnam-do,7,3234,261,5,2,166.51,9824,2021??05??30??00??2021-05-31 14:48:12.054,
34:54.1,68,2936,충북,Chungcheongbuk-do,6,2733,135,6,0,183.57,9823,2021??05??30??00??2021-05-31 14:47:59.232,
34:54.1,51,3174,강원,Gangwon-do,17,2928,195,17,0,206.03,9822,2021??05??30??00??2021-05-31 14:47:47.922,
34:54.1,637,38951,경기,Gyeonggi-do,160,36305,2009,156,4,293.96,9821,2021??05??30??00??2021-05-31 14:47:31.851,
34:54.1,1,477,?�종,Sejong,6,408,68,6,0,139.34,9820,2021??05??30??00??2021-05-31 14:47:13.503,
34:54.1,40,2575,?�산,Ulsan,7,2377,158,6,1,224.49,9819,2021??05??30??00??2021-05-31 14:46:56.808,
34:54.1,24,2072,?�??大田,7,1892,156,7,0,140.56,9818,2021??05??30??00??2021-05-31 14:46:45.758,,
34:54.1,22,2792,광주,Gwangju,9,2616,154,9,0,191.67,9817,2021??05??30??00??2021-05-31 14:46:33.253,
34:54.1,61,6186,?�천,Incheon,18,5917,208,18,0,209.26,9816,2021??05??30??00??2021-05-31 14:46:20.99,
34:54.1,221,9885,?��?大邱,20,9315,349,20,0,405.71,9815,2021??05??30??00??2021-05-31 14:46:08.005,,
34:54.1,124,5651,부???�山,13,5324,203,13,0,165.63,9814,2021??05??30??00??2021-05-31 14:45:52.645,,
34:54.1,488,43785,?�울,Seoul,159,40679,2620,158,1,449.86,9813,2021??05??30??00??2021-06-15 15:30:59.346,
34:54.1,1957,139908,?�계,Total,479,130381,7572,463,16,269.85,9812,2021??05??30??00??2021-06-15 15:30:59.346,
53:56.4,4,3830,검???�離?�,16,3586,240,0,16,-,9811,2021??05??29??00??null,,
53:56.4,1,1015,?�주,Jeju,13,891,123,12,1,151.32,9810,2021??05??29??00??null,
53:56.4,19,4673,경남,Gyeongsangnam-do,20,4447,207,19,1,139.02,9809,2021??05??29??00??null,
53:56.4,85,4665,경북,Gyeongsangbuk-do,13,4335,245,13,0,175.21,9808,2021??05??29??00??null,
53:56.4,14,1448,?�남,Jeollanam-do,5,1263,171,5,0,77.65,9807,2021??05??29??00??null,
53:56.4,58,2209,?�북,Jeollabuk-do,6,2055,96,6,0,121.55,9806,2021??05??29??00??null,
53:56.4,38,3527,충남,Chungcheongnam-do,12,3217,272,10,2,166.18,9805,2021??05??29??00??null,
53:56.4,68,2930,충북,Chungcheongbuk-do,22,2720,142,22,0,183.19,9804,2021??05??29??00??null,
53:56.4,51,3157,강원,Gangwon-do,10,2920,186,10,0,204.93,9803,2021??05??29??00??null,
53:56.4,634,38791,경기,Gyeonggi-do,139,35953,2204,136,3,292.76,9802,2021??05??29??00??2021-05-31 13:52:15.204,
53:56.4,1,471,?�종,Sejong,1,405,65,1,0,137.59,9801,2021??05??29??00??null,
53:56.4,40,2568,?�산,Ulsan,8,2356,172,8,0,223.88,9800,2021??05??29??00??null,
53:56.4,24,2065,?�??大田,11,1882,159,11,0,140.08,9799,2021??05??29??00??null,,
53:56.4,22,2783,광주,Gwangju,9,2610,151,9,0,191.05,9798,2021??05??29??00??null,
53:56.4,61,6168,?�천,Incheon,18,5905,202,17,1,208.65,9797,2021??05??29??00??null,
53:56.4,221,9865,?��?大邱,22,9308,336,22,0,404.89,9796,2021??05??29??00??null,,
53:56.4,124,5638,부???�山,14,5297,217,14,0,165.25,9795,2021??05??29??00??null,,
53:56.4,486,43625,?�울,Seoul,193,40589,2552,189,4,448.21,9794,2021??05??29??00??2021-06-15 15:30:59.346,
53:56.4,1951,139428,?�계,Total,532,129739,7740,504,28,268.93,9793,2021??05??29??00??2021-06-15 15:30:59.346,
38:49.6,4,3814,검???�離?�,11,3549,261,0,11,-,9792,2021??05??28??00??null,,
38:49.6,1,1002,?�주,Jeju,7,881,120,7,0,149.39,9791,2021??05??28??00??null,
38:49.6,19,4653,경남,Gyeongsangnam-do,21,4432,202,21,0,138.43,9790,2021??05??28??00??null,
38:49.6,85,4652,경북,Gyeongsangbuk-do,14,4310,257,14,0,174.72,9789,2021??05??28??00??null,
38:49.6,14,1443,?�남,Jeollanam-do,7,1243,186,7,0,77.38,9788,2021??05??28??00??null,
